key,dataset,seed,backbone,regime,family,candidate_index,alpha,lambda,P,W,balanced,macro,worst,PLCC,RMSE,centered_PLCC,selected,validation_only,config_sha256,heldout
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,1,0.0017871395507553856,0.0,0.8179218173042202,0.4956695313103189,0.6567956743072696,0.4516059311388852,0.14615384615384616,0.8566639141131971,0.5829282083276257,0.5554777741236697,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,2,0.0032258064516129032,0.0,0.8224390610794475,0.4965484429284532,0.6594937520039503,0.4445132999397739,0.10692307692307693,0.8650670440290354,0.563822187157761,0.5718011624460604,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,3,0.005415303610738824,0.0,0.8267182554474579,0.5098786024701566,0.6682984289588072,0.45173476186888756,0.10615384615384615,0.8717156235126384,0.548478713325042,0.5851656209056201,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,4,0.009090909090909092,0.0,0.8300589200951488,0.5091461761217113,0.66960254810843,0.4507364989499036,0.08923076923076922,0.8777691682841436,0.5343145242624204,0.5978946682574693,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,5,0.009900990099009901,0.0,0.8312662520169191,0.5100983303746902,0.6706822911958046,0.4509353396439897,0.0876923076923077,0.8787137091987761,0.5320881836035359,0.5999470785992903,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,6,0.015732919388188816,0.0,0.8331410334728001,0.5164338182887416,0.6747874258807709,0.4612432508976663,0.10384615384615385,0.883599291757632,0.5205100386332772,0.6109386635427985,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,7,0.025,0.0,0.8356377047676308,0.5260652247707965,0.6808514647692137,0.47394291361662405,0.12461538461538461,0.8881278449287074,0.509701707025569,0.6218265292881795,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,8,0.0297029702970297,0.0,0.8384157071800815,0.5288850662123107,0.683650386696196,0.4780223306976444,0.14153846153846153,0.8897355818542148,0.5058519509356482,0.6258877805469883,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,9,0.03225806451612903,0.0,0.8389703964686684,0.5287385809426216,0.683854488705645,0.47817168547415506,0.14307692307692307,0.8904917301344291,0.5040396484811762,0.6278367091092288,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,10,0.05,0.0,0.8457485401162677,0.5414461780881467,0.6935973591022071,0.4918483771708049,0.1676923076923077,0.8943680062501902,0.49473638733612996,0.6382385073889704,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,11,0.07692307692307693,0.0,0.8505129452377442,0.5540439112814048,0.7022784282595745,0.5040161355503064,0.1753846153846154,0.8979448594628205,0.4861379720504187,0.648462585736205,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,12,0.09090909090909091,0.0,0.8516302967615712,0.5555453852957176,0.7035878410286445,0.5042058685406253,0.17846153846153845,0.8992615892926127,0.48297014432907476,0.6523755557609757,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,13,0.0967741935483871,0.0,0.8526348880398744,0.5590610317682547,0.7058479599040646,0.5092974957375156,0.20615384615384616,0.8997428941135814,0.4818119488639178,0.6538253729806437,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,14,0.0970873786407767,0.0,0.8528877443480188,0.5603061565606117,0.7065969504543153,0.511479081605192,0.20615384615384616,0.8997675885644804,0.4817525220309834,0.6539000377773042,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,15,0.09900990099009901,0.0,0.8528000419348336,0.5591342744030993,0.7059671581689664,0.5107073758334862,0.20615384615384616,0.8999170693713137,0.4813927932978107,0.6543525779954145,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,16,0.1,0.0,0.8527954859653175,0.5591342744030993,0.7059648801842084,0.5107073758334862,0.20615384615384616,0.8999926684825209,0.48121085914004247,0.6545818250861332,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
agiqa3k__rn50__split42,AGIQA-3K,42,RN50,core,ridge_matched,17,0.15811388300841897,0.0,0.8563309183098222,0.5708530959782232,0.7135920071440227,0.5260784012741723,0.20153846153846153,0.9032632729975114,0.4733414091955266,0.6647381836835413,False,True,f8148c801d726bff2c867d84f11052caa0bb2eaddbe4d7d38ee57cc353706885,
